TargetID,StoreID,CategoryID,SalespersonID,YearNumber,MonthNumber,TargetAmount
663,3,7,NULL,2025,7,75711643.00
664,4,7,NULL,2025,7,55174686.00
665,5,7,NULL,2025,7,95329499.00
666,6,7,NULL,2025,7,74217513.00
667,7,7,NULL,2025,7,57304177.00
668,8,7,NULL,2025,7,77607130.00
669,9,7,NULL,2025,7,60908793.00
670,10,7,NULL,2025,7,85691403.00
671,1,8,NULL,2025,7,65216106.00
672,2,8,NULL,2025,7,56651688.00
673,3,8,NULL,2025,7,93030372.00
674,4,8,NULL,2025,7,78191876.00
675,5,8,NULL,2025,7,57507450.00
676,6,8,NULL,2025,7,73753150.00
677,7,8,NULL,2025,7,66496564.00
678,8,8,NULL,2025,7,56281898.00
679,9,8,NULL,2025,7,79543687.00
680,10,8,NULL,2025,7,57035373.00
681,1,9,NULL,2025,7,98670659.00
682,2,9,NULL,2025,7,52160672.00
683,3,9,NULL,2025,7,92053376.00
684,4,9,NULL,2025,7,75297389.00
685,5,9,NULL,2025,7,99209593.00
686,6,9,NULL,2025,7,77454199.00
687,7,9,NULL,2025,7,58750690.00
688,8,9,NULL,2025,7,96642984.00
689,9,9,NULL,2025,7,92754052.00
690,10,9,NULL,2025,7,69273196.00
691,1,10,NULL,2025,7,83953676.00
692,2,10,NULL,2025,7,65286000.00
693,3,10,NULL,2025,7,63082154.00
694,4,10,NULL,2025,7,99450295.00
695,5,10,NULL,2025,7,67365700.00
696,6,10,NULL,2025,7,89020386.00
697,7,10,NULL,2025,7,98169399.00
698,8,10,NULL,2025,7,53808105.00
699,9,10,NULL,2025,7,53444149.00
700,10,10,NULL,2025,7,98260250.00
701,1,1,NULL,2025,8,59249236.00
702,2,1,NULL,2025,8,74694990.00
703,3,1,NULL,2025,8,73671037.00
704,4,1,NULL,2025,8,55955381.00
705,5,1,NULL,2025,8,88490706.00
706,6,1,NULL,2025,8,96990952.00
707,7,1,NULL,2025,8,62559729.00
708,8,1,NULL,2025,8,67647678.00
709,9,1,NULL,2025,8,72676551.00
710,10,1,NULL,2025,8,59467849.00
711,1,2,NULL,2025,8,85861437.00
712,2,2,NULL,2025,8,53284882.00
713,3,2,NULL,2025,8,94390584.00
714,4,2,NULL,2025,8,60024159.00
715,5,2,NULL,2025,8,56931713.00
716,6,2,NULL,2025,8,73731654.00
717,7,2,NULL,2025,8,50269843.00
718,8,2,NULL,2025,8,81404847.00
719,9,2,NULL,2025,8,65612229.00
720,10,2,NULL,2025,8,97682702.00
721,1,3,NULL,2025,8,98524675.00
722,2,3,NULL,2025,8,75666131.00
723,3,3,NULL,2025,8,81658193.00
724,4,3,NULL,2025,8,58568346.00
725,5,3,NULL,2025,8,60654059.00
726,6,3,NULL,2025,8,87277099.00
727,7,3,NULL,2025,8,98571474.00
728,8,3,NULL,2025,8,93594305.00
729,9,3,NULL,2025,8,90671594.00
730,10,3,NULL,2025,8,92700894.00
731,1,4,NULL,2025,8,62059486.00
732,2,4,NULL,2025,8,97124925.00
733,3,4,NULL,2025,8,67830650.00
734,4,4,NULL,2025,8,98663112.00
735,5,4,NULL,2025,8,61125338.00
736,6,4,NULL,2025,8,72537454.00
737,7,4,NULL,2025,8,65381701.00
738,8,4,NULL,2025,8,62289906.00
739,9,4,NULL,2025,8,53168777.00
740,10,4,NULL,2025,8,55701628.00
741,1,5,NULL,2025,8,55646346.00
742,2,5,NULL,2025,8,77866621.00
743,3,5,NULL,2025,8,82526535.00
744,4,5,NULL,2025,8,96258505.00
745,5,5,NULL,2025,8,62809215.00
746,6,5,NULL,2025,8,70440285.00
747,7,5,NULL,2025,8,63209444.00
748,8,5,NULL,2025,8,53570390.00
749,9,5,NULL,2025,8,94187882.00
750,10,5,NULL,2025,8,84662410.00
751,1,6,NULL,2025,8,77073616.00
752,2,6,NULL,2025,8,54510410.00
753,3,6,NULL,2025,8,90976602.00
754,4,6,NULL,2025,8,63725546.00
755,5,6,NULL,2025,8,60694703.00
756,6,6,NULL,2025,8,65102458.00
757,7,6,NULL,2025,8,51373755.00
758,8,6,NULL,2025,8,82940435.00
759,9,6,NULL,2025,8,73358305.00
760,10,6,NULL,2025,8,74067349.00
761,1,7,NULL,2025,8,76679255.00
762,2,7,NULL,2025,8,68446115.00
763,3,7,NULL,2025,8,63388684.00
764,4,7,NULL,2025,8,63611844.00
765,5,7,NULL,2025,8,62753190.00
766,6,7,NULL,2025,8,59896209.00
767,7,7,NULL,2025,8,63522882.00
768,8,7,NULL,2025,8,60194965.00
769,9,7,NULL,2025,8,84508275.00
770,10,7,NULL,2025,8,67565731.00
771,1,8,NULL,2025,8,95987343.00
772,2,8,NULL,2025,8,66912721.00
773,3,8,NULL,2025,8,83342751.00
774,4,8,NULL,2025,8,77859745.00
775,5,8,NULL,2025,8,84218696.00
776,6,8,NULL,2025,8,78896851.00
777,7,8,NULL,2025,8,84507000.00
778,8,8,NULL,2025,8,97197158.00
779,9,8,NULL,2025,8,85631099.00
780,10,8,NULL,2025,8,55430034.00
781,1,9,NULL,2025,8,94422776.00
782,2,9,NULL,2025,8,75231823.00
783,3,9,NULL,2025,8,64912402.00
784,4,9,NULL,2025,8,54192109.00
785,5,9,NULL,2025,8,75634793.00
786,6,9,NULL,2025,8,60770365.00
787,7,9,NULL,2025,8,94990120.00
788,8,9,NULL,2025,8,52031391.00
789,9,9,NULL,2025,8,59188081.00
790,10,9,NULL,2025,8,55222739.00
791,1,10,NULL,2025,8,80717624.00
792,2,10,NULL,2025,8,85260541.00
793,3,10,NULL,2025,8,78619688.00
794,4,10,NULL,2025,8,77997896.00
795,5,10,NULL,2025,8,53113329.00
796,6,10,NULL,2025,8,66686013.00
797,7,10,NULL,2025,8,87936258.00
798,8,10,NULL,2025,8,86706489.00
799,9,10,NULL,2025,8,67940564.00
800,10,10,NULL,2025,8,89439673.00
801,1,1,NULL,2025,9,77180255.00
802,2,1,NULL,2025,9,97975061.00
803,3,1,NULL,2025,9,86680133.00
804,4,1,NULL,2025,9,99852090.00
805,5,1,NULL,2025,9,58463678.00
806,6,1,NULL,2025,9,58752989.00
807,7,1,NULL,2025,9,85530195.00
808,8,1,NULL,2025,9,72014297.00
809,9,1,NULL,2025,9,75102758.00
810,10,1,NULL,2025,9,87128696.00
811,1,2,NULL,2025,9,99005412.00
812,2,2,NULL,2025,9,99098318.00
813,3,2,NULL,2025,9,79989532.00
814,4,2,NULL,2025,9,69215265.00
815,5,2,NULL,2025,9,50361739.00
816,6,2,NULL,2025,9,60733034.00
817,7,2,NULL,2025,9,54053399.00
818,8,2,NULL,2025,9,89152956.00
819,9,2,NULL,2025,9,82883515.00
820,10,2,NULL,2025,9,58735367.00
821,1,3,NULL,2025,9,84650065.00
822,2,3,NULL,2025,9,70601938.00
823,3,3,NULL,2025,9,97403609.00
824,4,3,NULL,2025,9,80950723.00
825,5,3,NULL,2025,9,58268667.00
826,6,3,NULL,2025,9,98302035.00
827,7,3,NULL,2025,9,67912098.00
828,8,3,NULL,2025,9,61243280.00
829,9,3,NULL,2025,9,66665951.00
830,10,3,NULL,2025,9,80156181.00
831,1,4,NULL,2025,9,83245580.00
832,2,4,NULL,2025,9,60751271.00
833,3,4,NULL,2025,9,96956114.00
834,4,4,NULL,2025,9,66646655.00
835,5,4,NULL,2025,9,65837688.00
836,6,4,NULL,2025,9,53629703.00
837,7,4,NULL,2025,9,91526808.00
838,8,4,NULL,2025,9,56203802.00
839,9,4,NULL,2025,9,72254656.00
840,10,4,NULL,2025,9,57315811.00
841,1,5,NULL,2025,9,76649440.00
842,2,5,NULL,2025,9,72442492.00
843,3,5,NULL,2025,9,99738391.00
844,4,5,NULL,2025,9,84302124.00
845,5,5,NULL,2025,9,82198755.00
846,6,5,NULL,2025,9,66690140.00
847,7,5,NULL,2025,9,63960091.00
848,8,5,NULL,2025,9,91032731.00
849,9,5,NULL,2025,9,84035660.00
850,10,5,NULL,2025,9,96326607.00
851,1,6,NULL,2025,9,50826573.00
852,2,6,NULL,2025,9,67217546.00
853,3,6,NULL,2025,9,80155963.00
854,4,6,NULL,2025,9,90804247.00
855,5,6,NULL,2025,9,83106704.00
856,6,6,NULL,2025,9,64050280.00
857,7,6,NULL,2025,9,52550431.00
858,8,6,NULL,2025,9,98470016.00
859,9,6,NULL,2025,9,55905342.00
860,10,6,NULL,2025,9,52572031.00
861,1,7,NULL,2025,9,90565849.00
862,2,7,NULL,2025,9,87643873.00
863,3,7,NULL,2025,9,57578427.00
864,4,7,NULL,2025,9,70781553.00
865,5,7,NULL,2025,9,60303376.00
866,6,7,NULL,2025,9,57234155.00
867,7,7,NULL,2025,9,89207429.00
868,8,7,NULL,2025,9,52018138.00
869,9,7,NULL,2025,9,89645829.00
870,10,7,NULL,2025,9,74840445.00
871,1,8,NULL,2025,9,99612005.00
872,2,8,NULL,2025,9,87093750.00
873,3,8,NULL,2025,9,88589619.00
874,4,8,NULL,2025,9,94156059.00
875,5,8,NULL,2025,9,87563370.00
876,6,8,NULL,2025,9,96042474.00
877,7,8,NULL,2025,9,82670149.00
878,8,8,NULL,2025,9,52100210.00
879,9,8,NULL,2025,9,78542293.00
880,10,8,NULL,2025,9,82643843.00
881,1,9,NULL,2025,9,86114434.00
882,2,9,NULL,2025,9,92162838.00
883,3,9,NULL,2025,9,60127149.00
884,4,9,NULL,2025,9,71468877.00
885,5,9,NULL,2025,9,65286516.00
886,6,9,NULL,2025,9,91401878.00
887,7,9,NULL,2025,9,96944196.00
888,8,9,NULL,2025,9,60451290.00
889,9,9,NULL,2025,9,71563550.00
890,10,9,NULL,2025,9,87568490.00
891,1,10,NULL,2025,9,78146857.00
892,2,10,NULL,2025,9,65451810.00
893,3,10,NULL,2025,9,96198226.00
894,4,10,NULL,2025,9,75659109.00
895,5,10,NULL,2025,9,90249512.00
896,6,10,NULL,2025,9,73893479.00
897,7,10,NULL,2025,9,79642244.00
898,8,10,NULL,2025,9,59286119.00
899,9,10,NULL,2025,9,76261451.00
900,10,10,NULL,2025,9,62751486.00
901,1,1,NULL,2025,10,71133179.00
902,2,1,NULL,2025,10,71655030.00
903,3,1,NULL,2025,10,93783387.00
904,4,1,NULL,2025,10,56486281.00
905,5,1,NULL,2025,10,78898337.00
906,6,1,NULL,2025,10,52465289.00
907,7,1,NULL,2025,10,66437848.00
908,8,1,NULL,2025,10,81164954.00
909,9,1,NULL,2025,10,57374303.00
910,10,1,NULL,2025,10,70746683.00
911,1,2,NULL,2025,10,85176355.00
912,2,2,NULL,2025,10,70708428.00
913,3,2,NULL,2025,10,71817014.00
914,4,2,NULL,2025,10,53380406.00
915,5,2,NULL,2025,10,88539045.00
916,6,2,NULL,2025,10,56648324.00
917,7,2,NULL,2025,10,60217006.00
918,8,2,NULL,2025,10,94355169.00
919,9,2,NULL,2025,10,73186897.00
920,10,2,NULL,2025,10,92376686.00
921,1,3,NULL,2025,10,93589984.00
922,2,3,NULL,2025,10,55125235.00
923,3,3,NULL,2025,10,86196179.00
924,4,3,NULL,2025,10,85944036.00
925,5,3,NULL,2025,10,60263237.00
926,6,3,NULL,2025,10,58592800.00
927,7,3,NULL,2025,10,69223799.00
928,8,3,NULL,2025,10,51292699.00
929,9,3,NULL,2025,10,70552857.00
930,10,3,NULL,2025,10,59277167.00
931,1,4,NULL,2025,10,90944966.00
932,2,4,NULL,2025,10,80671111.00
933,3,4,NULL,2025,10,93698007.00
934,4,4,NULL,2025,10,98524230.00
935,5,4,NULL,2025,10,93533838.00
936,6,4,NULL,2025,10,84111779.00
937,7,4,NULL,2025,10,70294817.00
938,8,4,NULL,2025,10,81742842.00
939,9,4,NULL,2025,10,84221177.00
940,10,4,NULL,2025,10,93998279.00
941,1,5,NULL,2025,10,89867967.00
942,2,5,NULL,2025,10,82653343.00
943,3,5,NULL,2025,10,59704984.00
944,4,5,NULL,2025,10,87321872.00
945,5,5,NULL,2025,10,69219456.00
946,6,5,NULL,2025,10,70468394.00
947,7,5,NULL,2025,10,52982418.00
948,8,5,NULL,2025,10,68333931.00
949,9,5,NULL,2025,10,62338868.00
950,10,5,NULL,2025,10,83542250.00
951,1,6,NULL,2025,10,98279708.00
952,2,6,NULL,2025,10,82029979.00
953,3,6,NULL,2025,10,65561408.00
954,4,6,NULL,2025,10,50078151.00
955,5,6,NULL,2025,10,82471452.00
956,6,6,NULL,2025,10,99081998.00
957,7,6,NULL,2025,10,94798513.00
958,8,6,NULL,2025,10,59180564.00
959,9,6,NULL,2025,10,75047052.00
960,10,6,NULL,2025,10,93765046.00
961,1,7,NULL,2025,10,72763449.00
962,2,7,NULL,2025,10,74532837.00
963,3,7,NULL,2025,10,94295688.00
964,4,7,NULL,2025,10,80855283.00
965,5,7,NULL,2025,10,53659678.00
966,6,7,NULL,2025,10,77286073.00
967,7,7,NULL,2025,10,58018727.00
968,8,7,NULL,2025,10,72117475.00
969,9,7,NULL,2025,10,73215020.00
970,10,7,NULL,2025,10,89248825.00
971,1,8,NULL,2025,10,85101047.00
972,2,8,NULL,2025,10,86524591.00
973,3,8,NULL,2025,10,60232053.00
974,4,8,NULL,2025,10,91832305.00
975,5,8,NULL,2025,10,97974669.00
976,6,8,NULL,2025,10,99795519.00
977,7,8,NULL,2025,10,69741606.00
978,8,8,NULL,2025,10,63964452.00
979,9,8,NULL,2025,10,84318118.00
980,10,8,NULL,2025,10,59449324.00
981,1,9,NULL,2025,10,76359527.00
982,2,9,NULL,2025,10,72576713.00
983,3,9,NULL,2025,10,84302260.00
984,4,9,NULL,2025,10,97595488.00
985,5,9,NULL,2025,10,72149041.00
986,6,9,NULL,2025,10,70382415.00
987,7,9,NULL,2025,10,99222898.00
988,8,9,NULL,2025,10,59207516.00
989,9,9,NULL,2025,10,63566401.00
990,10,9,NULL,2025,10,50219233.00
991,1,10,NULL,2025,10,70169935.00
992,2,10,NULL,2025,10,72271854.00
993,3,10,NULL,2025,10,94700737.00
994,4,10,NULL,2025,10,90265272.00
995,5,10,NULL,2025,10,64073730.00
996,6,10,NULL,2025,10,78616141.00
997,7,10,NULL,2025,10,58310546.00
998,8,10,NULL,2025,10,59733347.00
999,9,10,NULL,2025,10,64684147.00
1000,10,10,NULL,2025,10,58015499.00
